id,code,head_station_sign_off_duration,head_station_sign_on_duration,name,number_of_beds,out_station_sign_off_duration,out_station_sign_on_duration
6637,"RJPM",30,30,"RAJAPALAYAM",1,30,30
6638,"RMD",30,30,"RAMANATHAPURAM",1,30,30
6639,"RMM",30,30,"RAMESWARAM",1,30,30
6640,"RVS",30,30,"RAVANASAMUDRAM",1,30,30
6641,"SCT",30,30,"SENGOTTAI",1,30,30
6642,"SDN",30,30,"SHOLAVANDAN",1,30,30
6643,"SDNR",30,30,"SEYDUNGANALLUR",1,30,30
6644,"SER",30,30,"SAMAYANALLUR",1,30,30
6645,"SMD",30,30,"CHARANMAHADEVI",1,30,30
6646,"SMDM",30,30,"SAMUDRAM",1,30,30
6647,"SNKL",30,30,"SANKARANKOVIL",1,30,30
6648,"SQD",30,30,"SATTIRAKKUDI",1,30,30
6649,"SRT",30,30,"SATUR",1,30,30
6650,"SUX",30,30,"SUDIYUR",1,30,30
6651,"SVGA",30,30,"SIVAGANGA",1,30,30
6652,"SVKS",30,30,"SIVAKASI",1,30,30
6653,"SVPR",30,30,"SRIVILLIPUTTUR",1,30,30
6654,"SVV",30,30,"SRIVAIKUNTAM",1,30,30
6655,"TAY",30,30,"TALAIYUTHU",1,30,30
6656,"TCH",30,30,"TIRUCHCHULI",1,30,30
6657,"TCN",30,30,"TIRUCHENDUR",1,30,30
6658,"TDN",30,30,"TIRUPARANKNDRM",1,30,30
6659,"TEN",30,30,"TIRUNELVELI    ",1,30,30
6660,"TIP",30,30,"TATTAPPARAI",1,30,30
6661,"TME",30,30,"TUTI MELUR",1,30,30
6662,"TMP",30,30,"TAMARAIPADI",1,30,30
6663,"TMQ",30,30,"TIRUMANGALAM",1,30,30
6664,"TN",30,30,"TUTICORIN",1,30,30
6665,"TPC",30,30,"TIRUPPACHETTI",1,30,30
6666,"TSI",30,30,"TENKASI JN",1,30,30
6667,"TTL",30,30,"TIRUTTANGAL",1,30,30
6668,"TTQ",30,30,"THATHANKULAM",1,30,30
6669,"TVN",30,30,"TIRUPPUVANAM",1,30,30
6670,"TY",30,30,"TULUKAPATI",1,30,30
6671,"TYM",30,30,"TIRUMAYAM",1,30,30
6672,"TYT",30,30,"TIRUNELVELI TWN",1,30,30
6673,"UCP",30,30,"UCHIPPULI",1,30,30
6674,"UDT",30,30,"UDUMALAIPPETTAI",1,30,30
6675,"VDM",30,30,"VADAMADURA",1,30,30
6676,"VDP",30,30,"VADIPPATTI",1,30,30
6677,"VEL",30,30,"VELLANUR",1,30,30
6678,"VPJ",30,30,"VALYAMPATTI",1,30,30
6679,"VPT",30,30,"VIRUDUNAGAR JN",1,30,30
6680,"VTV",30,30,"VALANTARAVAL",1,30,30
6681,"VVR",30,30,"VIRAVANALLUR",1,30,30
6682,"AAM",30,30,"ANGADIPPURAM",1,30,30
6683,"BDJ",30,30,"VADAKARA",1,30,30
6684,"BFR",30,30,"BEKAL FORT",1,30,30
6685,"CAN",30,30,"KANNUR",1,30,30
6686,"CDRA",30,30,"CHANDERA",1,30,30
6687,"CHV",30,30,"CHARVATTUR",1,30,30
6688,"CLMD",30,30,"CHULLIMADA",1,30,30
6689,"CLT",30,30,"CALICUT",1,30,30
6690,"CMC",30,30,"CHEMANCHERI",1,30,30
6691,"CQA",30,30,"CHERUKARA",1,30,30
6692,"CQL",30,30,"CHIRAKKAL",1,30,30
6693,"CS",30,30,"CANNANORE SOUTH",1,30,30
6694,"DMD",30,30,"DHARMADAM",1,30,30
6695,"ELM",30,30,"ELIMALA",1,30,30
6696,"ETK",30,30,"ETAKKOT",1,30,30
6697,"ETMD",30,30,"ETTIMADAI",1,30,30
6698,"ETR",30,30,"ELATTUR",1,30,30
6699,"FK",30,30,"FEROK",1,30,30
6700,"IGL",30,30,"IRINGAL",1,30,30
6701,"JGE",30,30,"JGNTH TMPL GTE",1,30,30
6702,"KGQ",30,30,"KASARAGOD",1,30,30
6703,"KJKD",30,30,"KANJIKODE",1,30,30
6704,"KLAD",30,30,"KALANAD HALT",1,30,30
6705,"KMQ",30,30,"KUMBLA",1,30,30
6706,"KN",30,30,"KADALUNDI",1,30,30
6707,"KODN",30,30,"KODUMMUNDA",1,30,30
6708,"KPQ",30,30,"KANNAPURAM",1,30,30
6709,"KQK",30,30,"KOTIKULAM",1,30,30
6710,"KRKD",30,30,"KARAKAD",1,30,30
6711,"KTKU",30,30,"KOTTEKAD",1,30,30
6712,"KTU",30,30,"KUTTIPPURAM",1,30,30
6713,"KUL",30,30,"KALLAYI",1,30,30
6714,"KZC",30,30,"KULUKKALUR",1,30,30
6715,"KZE",30,30,"KANHANGAD",1,30,30
6716,"LDY",30,30,"LAKKITI",1,30,30
6717,"MAHE",30,30,"MAHE",1,30,30
6718,"MAJN",30,30,"MANGALORE JUNCTION",1,30,30
6719,"MAQ",30,30,"MANGALORE Central",1,30,30
6720,"MDKI",30,30,"MADUKARAI",1,30,30
6721,"MJS",30,30,"MANJESHWAR",1,30,30
6722,"MLTR",30,30,"MELATTUR",1,30,30
6723,"MNUR",30,30,"MANNANUR",1,30,30
6724,"MNY",30,30,"MANKARAI",1,30,30
6725,"MUKE",30,30,"MUKKALI",1,30,30
6726,"NAU",30,30,"NADAPURAM ROAD",1,30,30
6727,"NIL",30,30,"NILAMBUR ROAD",1,30,30
6728,"NLE",30,30,"NILESHWAR",1,30,30
6729,"NTVT",30,30,"NETHRAVATHI",1,30,30
6730,"OTP",30,30,"OTTAPPALAM",1,30,30
6731,"PADL",30,30,"PADIL",1,30,30
6732,"PAY",30,30,"PAYYANUR",1,30,30
6733,"PAZ",30,30,"PAYANGADI",1,30,30
6734,"PEU",30,30,"PERASHSHANNUR",1,30,30
6735,"PGI",30,30,"PARPANANGADI",1,30,30
6736,"PGT",30,30,"PALGHAT",1,30,30
6737,"PGTN",30,30,"PALGHAT TOWN",1,30,30
6738,"PKQ",30,30,"PATTIKKAD",1,30,30
6739,"PLL",30,30,"PARLI",1,30,30
6740,"PLPM",30,30,"PALAPPURAM",1,30,30
6741,"POY",30,30,"POLLACCHI",1,30,30
6742,"PPNS",30,30,"PAPPINISSERI",1,30,30
6743,"PTB",30,30,"PATTAMBI",1,30,30
6744,"PUM",30,30,"PALLIPPURAM",1,30,30
6745,"PYOL",30,30,"PAYYOLI",1,30,30
6746,"QLD",30,30,"QUILANDI",1,30,30
6747,"SRR",30,30,"SHORANUR JN",1,30,30
6748,"SRRA",30,30,"SHORANUR 'A' CABIN",1,30,30
6749,"SRRB",30,30,"SHORANUR 'B' CABIN",1,30,30
6750,"TA",30,30,"TANUR",1,30,30
6751,"TDPM",30,30,"TODIKKAPULAM HALT",1,30,30
6752,"TIR",30,30,"TIRUR",1,30,30
6753,"TKOT",30,30,"TOKKOTTU",1,30,30
6754,"TKQ",30,30,"TRIKARPUR",1,30,30
6755,"TKT",30,30,"TIKKOTTI",1,30,30
6756,"TLY",30,30,"TELLICHERRY",1,30,30
6757,"TUA",30,30,"TIRUNNAVAYA",1,30,30
6758,"TUV",30,30,"TUVVUR",1,30,30
6759,"UAA",30,30,"UPPALA",1,30,30
6760,"ULL",30,30,"ULLAL",1,30,30
6761,"VAPM",30,30,"VALAPATTANAM",1,30,30
6762,"VDKS",30,30,"VADANAM KURUSHSHI HA",1,30,30
6763,"VEK",30,30,"VELLARAKKAD",1,30,30
6764,"VLI",30,30,"VALLIKUNNU",1,30,30
6765,"VLL",30,30,"VELLAYIL",1,30,30
6766,"VNB",30,30,"VANIYAMBALAM",1,30,30
6767,"VPZ",30,30,"VAILAPUZHA",1,30,30
6768,"WH",30,30,"WEST HILL",1,30,30
6769,"WRA",30,30,"WALAYAR",1,30,30
6770,"ANU",30,30,"ANANGUR",1,30,30
6771,"APN",30,30,"AYODHYAPATTANAM",1,30,30
6772,"ATU",30,30,"ATTUR",1,30,30
6773,"AVK",30,30,"ARAVANKADU",1,30,30
6774,"BBBH",30,30,"BOMMIDI BUDIREDDY BLOCK HUT",1,30,30
6775,"BDY",30,30,"BUDDIREDDIPPATI",1,30,30
6776,"BQI",30,30,"BOMMIDI",1,30,30
6777,"CBE",30,30,"COIMBATORE JN  ",1,30,30
6778,"CBF",30,30,"COIMBATORE NRTH",1,30,30
6779,"CHSM",30,30,"CHINNA SALEM",1,30,30
6780,"CV",30,30,"CAUVERY",1,30,30
6781,"CVD",30,30,"CHAVADIPALAIYAM",1,30,30
6782,"DC",30,30,"MAGUDANCHAVADI",1,30,30
6783,"DPI",30,30,"DODDAMPATTI",1,30,30
6784,"DSPT",30,30,"DANISHPET",1,30,30
6785,"DST",30,30,"DASAMPATTI",1,30,30
6786,"DVBH",30,30,"MAKUDAN VIRAPANDI BLOCK HUT",1,30,30
6787,"ED",30,30,"ERODE JN",1,30,30
6788,"EDU",30,30,"ERIODU",1,30,30
6789,"EL",30,30,"ELAMANUR",1,30,30
6790,"ETP",30,30,"ETTAPUR ROAD",1,30,30
6791,"HLG",30,30,"HILLIGROVE",1,30,30
6792,"IGR",30,30,"INGUR",1,30,30
6793,"IGU",30,30,"IRUGUR",1,30,30
6794,"JPM",30,30,"JIYAPURAM HALT",1,30,30
6795,"JTJA",30,30,"JOLARPETTAI A",1,30,30
6796,"JTJB",30,30,"JOLARPETTAI B CABIN",1,30,30
6797,"KAY",30,30,"KARAIMADAI",1,30,30
6798,"KEY",30,30,"KAGANKARAI",1,30,30
6799,"KKTI",30,30,"KUTTAKUDI",1,30,30
6800,"KLGN",30,30,"KALANGANI",1,30,30
6801,"KLT",30,30,"KULITALAI",1,30,30
6802,"KMD",30,30,"KODUMUDI",1,30,30
6803,"KNNT",30,30,"KUNNATHUR",1,30,30
6804,"KPPR",30,30,"KARUPPUR",1,30,30
6805,"KRR",30,30,"KARUR",1,30,30
6806,"KXT",30,30,"KETTI",1,30,30
6807,"LCR",30,30,"LOKUR",1,30,30
6808,"LOV",30,30,"LOVEDALE",1,30,30
6809,"LP",30,30,"LALAPET",1,30,30
6810,"MALR",30,30,"MALLUR",1,30,30
6811,"MAP",30,30,"MORAPPUR",1,30,30
6812,"MCRD",30,30,"MECHERI ROAD",1,30,30
6813,"MGSJ",30,30,"MAGNESITE JN.",1,30,30
6814,"MKSP",30,30,"MUKHASA PARUR",1,30,30
6815,"MKY",30,30,"MEKKUDI",1,30,30
6816,"MLYR",30,30,"MELNARIYAPANUR",1,30,30
6817,"MMH",30,30,"MAHADANAPURAM",1,30,30
6818,"MOLK",30,30,"MOLAKARAMPATTI",1,30,30
6819,"MONR",30,30,"MOHANUR",1,30,30
6820,"MPLI",30,30,"MINNAMPALLI",1,30,30
6821,"MPLM",30,30,"MARTHIPALAYAM",1,30,30
6822,"MTDM",30,30,"METUR DAM",1,30,30
6823,"MTNL",30,30,"MUTTARASANALLUR",1,30,30
6824,"MTP",30,30,"METUPALAIYAM",1,30,30
6825,"MUQ",30,30,"MARUDUR",1,30,30
6826,"MVPM",30,30,"MAVELIPALAIYAM",1,30,30
6827,"MYU",30,30,"MAYANOOR",1,30,30
6828,"NMKL",30,30,"NAMAKKAL",1,30,30
6829,"OML",30,30,"OMALUR",1,30,30
6830,"ONR",30,30,"COONOOR",1,30,30
6831,"PALM",30,30,"PALAIYAM-I",1,30,30
6832,"PAS",30,30,"PASUR",1,30,30
6833,"PDKM",30,30,"PEDANYKNPALAYAM",1,30,30
6834,"PGN",30,30,"PERUGAMANI",1,30,30
6835,"PGR",30,30,"PUGALUR",1,30,30
6836,"PLI",30,30,"PETTAIVAYATALAI",1,30,30
6837,"PLMD",30,30,"PILAMEDU",1,30,30
6838,"PRV",30,30,"PUKKIRIVARI",1,30,30
6839,"PTJ",30,30,"PODANUR JN",1,30,30
6840,"PY",30,30,"PERUNDURAI",1,30,30
6841,"QLR",30,30,"KALLAR",1,30,30
6842,"RASP",30,30,"RASIPURAM",1,30,30
6843,"SA",30,30,"SALEM JN",1,30,30
6844,"SAMT",30,30,"SALEM MARKET",1,30,30
6845,"SEV",30,30,"SITHALAVAI",1,30,30
6846,"SGE",30,30,"SANKARIDRUG",1,30,30
6847,"SHI",30,30,"SINGANALLUR",1,30,30
6848,"SLY",30,30,"SAMALPATTI",1,30,30
6849,"SNO",30,30,"SOMANUR",1,30,30
6850,"SRVT",30,30,"SIRUVATTUR",1,30,30
6851,"SUU",30,30,"SULUR ROAD",1,30,30
6852,"SXT",30,30,"SALEM TOWN",1,30,30
6853,"TIC",30,30,"TIMMACHIPURAM HALT",1,30,30
6854,"TNGR",30,30,"THONGANUR",1,30,30
6855,"TNT",30,30,"TINNAPPATTI",1,30,30
6856,"TPM",30,30,"TOTIYAPALAYAM",1,30,30
6857,"TPT",30,30,"TIRUPATTUR JN",1,30,30
6858,"TUP",30,30,"TIRUPPUR",1,30,30
6859,"TVS",30,30,"TALAIVASAL",1,30,30
6860,"UAM",30,30,"UDAGAMANDALAM",1,30,30
6861,"UKL",30,30,"UTTUKULI",1,30,30
6862,"URL",30,30,"UNJALUR",1,30,30
6863,"VEI",30,30,"VELLIYANI",1,30,30
6864,"VGE",30,30,"VALAPPADI G HLT",1,30,30
6865,"VNGL",30,30,"LADDIVADI",1,30,30
6866,"VNJ",30,30,"VANJIPALAIYAM",1,30,30
6867,"VRPD",30,30,"VIRAPANDY ROAD",1,30,30
6868,"VRQ",30,30,"VIRARAKKIYAM",1,30,30
6869,"VZ",30,30,"VIJAYAMANGALAM",1,30,30
6870,"WEL",30,30,"WELLINGTON",1,30,30
6871,"ADT",30,30,"ADUTURAI",1,30,30
6872,"AGM",30,30,"AGARAM SIBBANDI",1,30,30
6873,"ALK",30,30,"ALAKKUDI",1,30,30
6874,"ALP",30,30,"ALAPAKAM",1,30,30
6875,"ALU",30,30,"ARIYALUR",1,30,30
6876,"AMM",30,30,"ATIRAMPATTINAM",1,30,30
6877,"AMT",30,30,"AMMAPET",1,30,30
6878,"ANP",30,30,"ANANDTANDAVPUR",1,30,30
6879,"APE",30,30,"ANDANAPPETTAI",1,30,30
6880,"ARV",30,30,"ARNI ROAD",1,30,30
6881,"AYD",30,30,"AYANDUR",1,30,30
6882,"AZP",30,30,"AYYAMPET",1,30,30
6883,"BAL",30,30,"BUDALUR",1,30,30
6884,"BXS",30,30,"PICHCHANDARKOVL",1,30,30
6885,"CBU",30,30,"C BABUSAMUDRAM",1,30,30
6886,"CDM",30,30,"CHIDAMBARAM",1,30,30
6887,"CLN",30,30,"KOLLIDAM",1,30,30
6888,"CQS",30,30,"CAPPER QUARRY",1,30,30
6889,"CUPJ",30,30,"CUDDALORE PORT JN.",1,30,30
6890,"DSM",30,30,"DARASURAM",1,30,30
6891,"GOC",30,30,"PONMLAI GLD RCK",1,30,30
6892,"ICG",30,30,"ICHCHANGADU",1,30,30
6893,"KDE",30,30,"KORADACHERI",1,30,30
6894,"KDMD",30,30,"KANDAMBAKKAM",1,30,30
6895,"KII",30,30,"KILLE",1,30,30
6896,"KIK",30,30,"KARAIKAL",1,30,30
6897,"KJPD",30,30,"KURINJIPADI",1,30,30
6898,"KKPM",30,30,"KALLAKKUDI PLGH",1,30,30
6899,"KLGM",30,30,"KALLAGAM",1,30,30
6900,"KMM",30,30,"KANNAMANGALAM",1,30,30
6901,"KMU",30,30,"KUMBAKONAM",1,30,30
6902,"KNB",30,30,"KANIYAMBADI",1,30,30
6903,"KTM",30,30,"KUTRALAM",1,30,30
6904,"KTTR",30,30,"KATTUR",1,30,30
6905,"KU",30,30,"KULIKARAI",1,30,30
6906,"KVL",30,30,"KIZHVELUR",1,30,30
6907,"KXO",30,30,"KUDIKADU",1,30,30
6908,"KYV",30,30,"KOYILVENNI",1,30,30
6909,"LLI",30,30,"LALGUDI",1,30,30
6910,"MAND",30,30,"MANDURAI",1,30,30
6911,"MARD",30,30,"MAVUR ROAD",1,30,30
6912,"MAV",30,30,"MARIAMMANKOVIL",1,30,30
6913,"MBU",30,30,"MELPATTAM BAKKAM",1,30,30
6914,"MCJ",30,30,"MANJATTIDAL",1,30,30
6915,"MCL",30,30,"MADIMANGALAM",1,30,30
6916,"MMP",30,30,"MAMBALAPPATTU",1,30,30
6917,"MNX",30,30,"MANGANALLUR",1,30,30
6918,"MPLY",30,30,"MEPPULIYUR",1,30,30
6919,"MQ",30,30,"MANNARGUDI",1,30,30
6920,"MTT",30,30,"MUTUPET",1,30,30
6921,"MTUR",30,30,"MATHUR",1,30,30
6922,"MUY",30,30,"MUGAIYUR",1,30,30
6923,"MV",30,30,"MAYILADUTURAI J",1,30,30
6924,"MY",30,30,"MALLIYAM",1,30,30
6925,"NCR",30,30,"NAGORE",1,30,30
6926,"NGT",30,30,"NAGAPPATTINAM",1,30,30
6927,"NID",30,30,"NIDUR",1,30,30
6928,"NMJ",30,30,"NIDAMANGALAM",1,30,30
6929,"NNM",30,30,"NANNILAM",1,30,30
6930,"NPM",30,30,"NELLIKUPPAN",1,30,30
6931,"NPT",30,30,"NARASINGAMPET",1,30,30
6932,"NVL",30,30,"NEYVELI",1,30,30
6933,"OTK",30,30,"OTTAKOVIL",1,30,30
6934,"PDV",30,30,"PANDARAVADAI",1,30,30
6935,"PDY",30,30,"PUDUCHERRY     ",1,30,30
6936,"PEM",30,30,"PERALAM JN",1,30,30
6937,"PKT",30,30,"PATTUKOTTAI",1,30,30
6938,"PMB",30,30,"PULLAMBADI",1,30,30
6939,"PML",30,30,"PAPANASAM",1,30,30
6940,"PNDM",30,30,"PENNADAM",1,30,30
6941,"PO",30,30,"PARANGIPETTAI",1,30,30
6942,"POM",30,30,"PUNTHOTTAM",1,30,30
6943,"PRKL",30,30,"PARIKKAL",1,30,30
6944,"PRL",30,30,"POLUR",1,30,30
6945,"PRT",30,30,"PANRUTI",1,30,30
6946,"PUC",30,30,"PUDUCHATIRAM",1,30,30
6947,"PVL",30,30,"PASUPATIKOVIL",1,30,30
6948,"PVN",30,30,"PAVUNUR",1,30,30
6949,"SGM",30,30,"SOLGAMPATTI",1,30,30
6950,"SKK",30,30,"SIKKAL",1,30,30
6951,"SLTH",30,30,"SILLAKKUDI",1,30,30
6952,"SMM",30,30,"SALIYAMANGALAM",1,30,30
6953,"SNDI",30,30,"SENDURAI",1,30,30
6954,"SPL",30,30,"SUNDARAPRMLKOIL",1,30,30
6955,"SRGM",30,30,"SRIRANGAM",1,30,30
6956,"SWI",30,30,"SWAMIMALAI",1,30,30
6957,"SXR",30,30,"SERNDANUR",1,30,30
6958,"SY",30,30,"SIRKAZHI",1,30,30
6959,"TAM",30,30,"TILAIVILAGAM",1,30,30
6960,"TDPR",30,30,"TIRUPPADIRIPPULIYUR",1,30,30
6961,"TDR",30,30,"TIRUVIDALMARUDR",1,30,30
6962,"TJ",30,30,"THANJAVAR",1,30,30
6963,"TJM",30,30,"TURINJAPURAM",1,30,30
6964,"TLNR",30,30,"TALANALLUR",1,30,30
6965,"TMPT",30,30,"Tirumalairayan Pattinam H",1,30,30
6966,"TMU",30,30,"TIRUMANTHIKUNAM",1,30,30
6967,"TNI",30,30,"TANDARAI",1,30,30
6968,"TNM",30,30,"TIRUVANNAMALAI",1,30,30
6969,"TOM",30,30,"TONDAMANPATTI",1,30,30
6970,"TP",30,30,"TIRCHRPALI FORT",1,30,30
6971,"TPE",30,30,"TIRUCHRPLI PLKI",1,30,30
6972,"TPJ",30,30,"TIRUCHCHIRAPPALLI",1,30,30
6973,"TPTN",30,30,"TIRUCHRPALI TWN",1,30,30
6974,"TRB",30,30,"TIRUVERUMBUR",1,30,30
6975,"TRK",30,30,"TIRUKOILUR",1,30,30
6976,"TRM",30,30,"TIRUNAGESVARAM",1,30,30
6977,"TT",30,30,"TITTE",1,30,30
6978,"TTP",30,30,"TIRUTURAIPDI JN",1,30,30
6979,"TUY",30,30,"THIRUTHURAIYUR",1,30,30
6980,"TVNL",30,30,"TIRVNLNLUR ROAD",1,30,30
6981,"TVR",30,30,"THIRUVARUR JN",1,30,30
6982,"UKV",30,30,"UTTAMARKOVIL",1,30,30
6983,"ULU",30,30,"ULUNDURPET",1,30,30
6984,"UMG",30,30,"UTTANGAL MANGLM",1,30,30
6985,"VDL",30,30,"VAITHISVARANKOIL",1,30,30
6986,"VER",30,30,"VELLUR HALT",1,30,30
6987,"VI",30,30,"VILLIALUR",1,30,30
6988,"VKM",30,30,"VENKATESAPURAM",1,30,30
6989,"VKP",30,30,"VARAKALPATTU",1,30,30
6990,"VLDE",30,30,"VALADI",1,30,30
6991,"VLNK",30,30,"VELANKANNI",1,30,30
6992,"VLR",30,30,"VELLORE CANT",1,30,30
6993,"VLU",30,30,"VADALUR",1,30,30
6994,"VM",30,30,"VILLUPURAM JN",1,30,30
6995,"VMP",30,30,"VALLAMPADUGAI",1,30,30
6996,"VRA",30,30,"VALAVANUR",1,30,30
6997,"VRI",30,30,"VRIDHACHALAM JN",1,30,30
6998,"VRT",30,30,"VRIDDHACHALM TN",1,30,30
6999,"VT",30,30,"VELLORE TOWN",1,30,30
7000,"VXM",30,30,"VELLPAPALYAM",1,30,30
7001,"AAY",30,30,"ARALVAYMOLI",1,30,30
7002,"AFK",30,30,"ANGAMALI",1,30,30
7003,"ALLP",30,30,"ALAPPUZHA",1,30,30
7004,"AMPA",30,30,"AMBALA PUZHA",1,30,30
7005,"AMVA",30,30,"AMARAVILA HALT",1,30,30
7006,"AMY",30,30,"AKATHUMURI",1,30,30
7007,"AROR",30,30,"AROOR HALT",1,30,30
7008,"AWY",30,30,"ALUVA",1,30,30
7009,"BRAM",30,30,"BALABNRAMAPURAM",1,30,30
7010,"CAPE",30,30,"KANYAKUMARI",1,30,30
7011,"CGV",30,30,"CHINGAVANAM",1,30,30
7012,"CGY",30,30,"CHANGANASERI",1,30,30
7013,"CHPD",30,30,"CHEPPAD HALT",1,30,30
7014,"CKI",30,30,"CHALAKUDI",1,30,30
7015,"CNGR",30,30,"CHENGANNUR",1,30,30
7016,"CRY",30,30,"CHIRAYINKEEZH",1,30,30
7017,"CWR",30,30,"CHOVVARA",1,30,30
7018,"CYN",30,30,"CHERIYANAD",1,30,30
7019,"DAVM",30,30,"DHANU VACHA PURAM HA",1,30,30
7020,"DINR",30,30,"DIVINE NAGAR HALT (F",1,30,30
7021,"ERL",30,30,"ERANIEL",1,30,30
7022,"ERN",30,30,"ERNAKULAM TOWN",1,30,30
7023,"ERS",30,30,"ERNAKULAM JN",1,30,30
7024,"ERSC",30,30,"ERNAKULAM JN. C CABI",1,30,30
7025,"ERSD",30,30,"ERNAKULAM D CABIN",1,30,30
7026,"ETM",30,30,"ETTUMANUR",1,30,30
7027,"EVA",30,30,"EDAVAI",1,30,30
7028,"EZP",30,30,"EZHUPPUNNA",1,30,30
7029,"GUV",30,30,"GURUVAYUR",1,30,30
7030,"HAD",30,30,"HARIPAD",1,30,30
7031,"IJK",30,30,"IRINJALAKUDA",1,30,30
7032,"IPL",30,30,"IDAPLLI",1,30,30
7033,"IRP",30,30,"IRAVIPURAM",1,30,30
7034,"KAVR",30,30,"KALAVUR HALT",1,30,30
7035,"KCVL",30,30,"KOCHUVELI",1,30,30
7036,"KDTY",30,30,"KADUTURUTTI HALT",1,30,30
7037,"KFE",30,30,"KURIKAD",1,30,30
7038,"KFI",30,30,"KAPPIL",1,30,30
7039,"KFQ",30,30,"KUMARANALLUR",1,30,30
7040,"KLMR",30,30,"KALAMASSERI",1,30,30
7041,"KPTM",30,30,"KANJIRAMITTAM",1,30,30
7042,"KPY",30,30,"KARUNAGAPALLI",1,30,30
7043,"KRAN",30,30,"KORATTI ANGADI",1,30,30
7044,"KRPP",30,30,"KURUPPAN TARA",1,30,30
7045,"KTYM",30,30,"KOTTAYAM",1,30,30
7046,"KUC",30,30,"KARUKKUTTY",1,30,30
7047,"KUMM",30,30,"KUMPBALAM",1,30,30
7048,"KVTA",30,30,"KARUVATTA HALT",1,30,30
7049,"KVU",30,30,"KADAKAVUR",1,30,30
7050,"KXP",30,30,"KANIYAPURAM",1,30,30
7051,"KYJ",30,30,"KAYANKULAM",1,30,30
7052,"KZK",30,30,"KAZHAKUTTAM",1,30,30
7053,"KZT",30,30,"KULITTHURAI",1,30,30
7054,"KZTW",30,30,"KULITTURAI WEST",1,30,30
7055,"MAKM",30,30,"MARARIKULAM",1,30,30
7056,"MGK",30,30,"MULAGUNNATHUKVU",1,30,30
7057,"MNTT",30,30,"MULANTURUTTI",1,30,30
7058,"MP",30,30,"MELAPPALAIYAM",1,30,30
7059,"MQO",30,30,"MUNROTURUTTU",1,30,30
7060,"MQU",30,30,"MURUKKAMPUZHA",1,30,30
7061,"MUC",30,30,"MULLURCARAI",1,30,30
7062,"MVLK",30,30,"MAVELIKARA",1,30,30
7063,"MYY",30,30,"MAYYANAD",1,30,30
7064,"NCJ",30,30,"NAGARCOIL JN",1,30,30
7065,"NEM",30,30,"NEMEM",1,30,30
7066,"NJT",30,30,"NAGER COIL TOWN",1,30,30
7067,"NNN",30,30,"NANGUNERI",1,30,30
7068,"NPK",30,30,"NORTH PANAKUDI",1,30,30
7069,"NYI",30,30,"NELLAYI",1,30,30
7070,"NYY",30,30,"NEYYATTINKARA",1,30,30
7071,"OCR",30,30,"OCHIRA",1,30,30
7072,"OLR",30,30,"OLLUR",1,30,30
7073,"PASA",30,30,"PARASSALA",1,30,30
7074,"PGZ",30,30,"PERUNGUZHI",1,30,30
7075,"PNPR",30,30,"PUNNAPRA",1,30,30
7076,"PNQ",30,30,"PUNKUNNAM",1,30,30
7077,"PRND",30,30,"PERINAD",1,30,30
7078,"PUK",30,30,"PUDUKAD",1,30,30
7079,"PVRD",30,30,"PIRAVAM ROAD",1,30,30
7080,"PVU",30,30,"PARAVUR",1,30,30
7081,"PYD",30,30,"PALLIYADI",1,30,30
7082,"QLN",30,30,"KOLLAM JN",1,30,30
7083,"SGLM",30,30,"SENGULAM",1,30,30
7084,"SRTL",30,30,"CHERTHALA",1,30,30
7085,"STKT",30,30,"SASTHANKOTTA",1,30,30
7086,"SUCH",30,30,"SUCHINDRAM",1,30,30
7087,"TCR",30,30,"THRISUR",1,30,30
7088,"THX",30,30,"TOVALAI",1,30,30
7089,"TMPY",30,30,"TUMBOLI",1,30,30
7090,"TNU",30,30,"TIRUNETTUR",1,30,30
7091,"TRTR",30,30,"TRIUPUNITTURA",1,30,30
7092,"TRVL",30,30,"TIRUVALLA",1,30,30
7093,"TRVZ",30,30,"TIRUVIZHA",1,30,30
7094,"TUVR",30,30,"TURAVUR",1,30,30
7095,"TVC",30,30,"TRIVANDRUM CNTL",1,30,30
7096,"TVP",30,30,"TRIVANDRUM PETT",1,30,30
7097,"TZH",30,30,"TAKAZHI",1,30,30
7098,"VAK",30,30,"VARKALA",1,30,30
7099,"VARD",30,30,"VALKAM ROAD",1,30,30
7100,"VAY",30,30,"VAYALAR",1,30,30
7101,"VELI",30,30,"VELI",1,30,30
7102,"VLY",30,30,"VALLIYUR",1,30,30
7103,"VRLR",30,30,"VIRANI ALUR",1,30,30
7104,"VTK",30,30,"VALLATTOLNAGAR",1,30,30
7105,"WKI",30,30,"WADAKANCHERI",1,30,30
7106,"ABGT",30,30,"ARABAGATTA HALT",1,30,30
7107,"ADHL",30,30,"ADIHALLI",1,30,30
7108,"AJP",30,30,"AJJAMPUR",1,30,30
7109,"AKK",30,30,"AKKIHEBBAIU",1,30,30
7110,"ALUR",30,30,"ALUR HALT",1,30,30
7111,"AMC",30,30,"AMRITAPURA",1,30,30
7112,"AMSA",30,30,"AMMASANDRA",1,30,30
7113,"ANC",30,30,"ANNECHAKANAHALI",1,30,30
7114,"ANF",30,30,"ANANDAPURAM",1,30,30
7115,"AP",30,30,"ASHOKAPURAM",1,30,30
7116,"ARGP",30,30,"ARALAGUPPE",1,30,30
7117,"ARNH",30,30,"ARJUNAHALLI",1,30,30
7118,"ARU",30,30,"ARASALU",1,30,30
